cn_id,hateSpeech,counterSpeech,split,cn_keyword,num_cn_keyword,hs_keyword,num_hs_keyword,num_doc_retrieved
ENT1ST0019HS0051CN001148P2,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,"Do you have any proofs that the rape epidemic exists? That it is due to Muslim immigrants? I think that there are many sad accidents every day, and not all of them are attributed to Muslims. So your words are really strong ones and I would like to see them supported with concrete facts.",test,"many sad accidents, muslim immigrants, concrete facts, strong ones, proofs",5,"children for many years, epidemy of rapes, violence, government, Europe",5,300445
ENT1ST0019HS0051CN001149,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,People are people with evil ones in every community. Misleading tweets like this just help others to get away with it.,train,"people with evil ones, community, misleading tweets, people",4,"children for many years, counteraction, government, muslim immigrants, death cult",5,674292
ENT1ST0019HS0051CN001149P1,The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,People are people with evil ones in every community. Misleading tweets like this just help others to get away with it.,valid,"people with evil ones, community, misleading tweets, people",4,"problem of rape, government, Muslims immigrants, Europe, years",5,860170
ENT1ST0019HS0051CN001149P2,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,People are people with evil ones in every community. Misleading tweets like this just help others to get away with it.,test,"people with evil ones, community, misleading tweets, people",4,"children for many years, epidemy of rapes, violence, government, Europe",5,703457
ENT1ST0019HS0051CN001150,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,That is what the headlines suggest BUT actual cases where migrants are the abuser is just a drop in the ocean compared to the total number of cases.,train,"number of cases, total number, actual cases, drop, ocean",5,"children for many years, counteraction, government, muslim immigrants, death cult",5,284287
ENT1ST0019HS0051CN001150P1,The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,That is what the headlines suggest BUT actual cases where migrants are the abuser is just a drop in the ocean compared to the total number of cases.,valid,"number of cases, total number, actual cases, drop, ocean",5,"problem of rape, government, Muslims immigrants, Europe, years",5,662948
ENT1ST0019HS0051CN001150P2,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,That is what the headlines suggest BUT actual cases where migrants are the abuser is just a drop in the ocean compared to the total number of cases.,test,"number of cases, total number, actual cases, drop, ocean",5,"children for many years, epidemy of rapes, violence, government, Europe",5,352249
ENT1ST0019HS0051CN001151,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,"The shockingly low number of rape convictions in the UK shows not enough counteraction from the police and gov in rape cases generally, of which the vast majority are not committed by Muslims.",train,"enough counteraction, vast majority, gov in rape cases, number of rape convictions, low number",5,"children for many years, counteraction, government, muslim immigrants, death cult",5,233716
ENT1ST0019HS0051CN001151P1,The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,"The shockingly low number of rape convictions in the UK shows not enough counteraction from the police and gov in rape cases generally, of which the vast majority are not committed by Muslims.",valid,"enough counteraction, vast majority, gov in rape cases, number of rape convictions, low number",5,"problem of rape, government, Muslims immigrants, Europe, years",5,638981
ENT1ST0019HS0051CN001151P2,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,"The shockingly low number of rape convictions in the UK shows not enough counteraction from the police and gov in rape cases generally, of which the vast majority are not committed by Muslims.",test,"enough counteraction, vast majority, gov in rape cases, number of rape convictions, low number",5,"children for many years, epidemy of rapes, violence, government, Europe",5,306639
ENT1ST0019HS0051CN001152,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,"Really, then how come most victims have been abused by a member of their family or friend? Let's find the truth and then put a stop to abuse.",train,"most victims, friend, truth, abuse, family",5,"children for many years, counteraction, government, muslim immigrants, death cult",5,489159
ENT1ST0019HS0051CN001152P1,The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,"Really, then how come most victims have been abused by a member of their family or friend? Let's find the truth and then put a stop to abuse.",valid,"most victims, friend, truth, abuse, family",5,"problem of rape, government, Muslims immigrants, Europe, years",5,758812
ENT1ST0019HS0051CN001152P2,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,"Really, then how come most victims have been abused by a member of their family or friend? Let's find the truth and then put a stop to abuse.",test,"most victims, friend, truth, abuse, family",5,"children for many years, epidemy of rapes, violence, government, Europe",5,536647
ENT1ST0019HS0051CN001153,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,Child rapists are arrested and punished no matter what religion they follow. I do not think it is true that police does not counteract it.,train,"child rapists, religion, matter, police",4,"children for many years, counteraction, government, muslim immigrants, death cult",5,419195
ENT1ST0019HS0051CN001153P1,The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,Child rapists are arrested and punished no matter what religion they follow. I do not think it is true that police does not counteract it.,valid,"child rapists, religion, matter, police",4,"problem of rape, government, Muslims immigrants, Europe, years",5,739721
ENT1ST0019HS0051CN001153P2,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,Child rapists are arrested and punished no matter what religion they follow. I do not think it is true that police does not counteract it.,test,"child rapists, religion, matter, police",4,"children for many years, epidemy of rapes, violence, government, Europe",5,467957
ENT1ST0019HS0051CN001154,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,"Do you know, according to UK's official statistics, women were more likely to experience domestic abuse than men. This was true for all types of domestic abuse, other than non-sexual family abuse. Around three times as many adults experienced sexual assault by a partner than by a family member.",train,"true for all types, times as many adults, types of domestic abuse, non-sexual family abuse, abuse than men",5,"children for many years, counteraction, government, muslim immigrants, death cult",5,225941
ENT1ST0019HS0051CN001154P1,The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,"Do you know, according to UK's official statistics, women were more likely to experience domestic abuse than men. This was true for all types of domestic abuse, other than non-sexual family abuse. Around three times as many adults experienced sexual assault by a partner than by a family member.",valid,"true for all types, times as many adults, types of domestic abuse, non-sexual family abuse, abuse than men",5,"problem of rape, government, Muslims immigrants, Europe, years",5,635795
ENT1ST0019HS0051CN001154P2,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,"Do you know, according to UK's official statistics, women were more likely to experience domestic abuse than men. This was true for all types of domestic abuse, other than non-sexual family abuse. Around three times as many adults experienced sexual assault by a partner than by a family member.",test,"true for all types, times as many adults, types of domestic abuse, non-sexual family abuse, abuse than men",5,"children for many years, epidemy of rapes, violence, government, Europe",5,300013
ENT1ST0019HS0051CN001155,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,Have you checked violent crime statistics? The idea that there is an epidemic is just an attempt at scare mongering in order to demonize the Muslim community. Religion does not make anyone more likely to rape someone.,train,"muslim community, attempt at scare mongering, mongering in order, violent crime statistics, rape someone",5,"children for many years, counteraction, government, muslim immigrants, death cult",5,226635
ENT1ST0019HS0051CN001155P1,The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,Have you checked violent crime statistics? The idea that there is an epidemic is just an attempt at scare mongering in order to demonize the Muslim community. Religion does not make anyone more likely to rape someone.,valid,"muslim community, attempt at scare mongering, mongering in order, violent crime statistics, rape someone",5,"problem of rape, government, Muslims immigrants, Europe, years",5,636146
ENT1ST0019HS0051CN001155P2,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,Have you checked violent crime statistics? The idea that there is an epidemic is just an attempt at scare mongering in order to demonize the Muslim community. Religion does not make anyone more likely to rape someone.,test,"muslim community, attempt at scare mongering, mongering in order, violent crime statistics, rape someone",5,"children for many years, epidemy of rapes, violence, government, Europe",5,300445
ENT1ST0019HS0051CN001156,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,"Scapegoating the Muslim community does not help us to prevent rape. If you want to help make an impact, let's start by addressing the problem, not.",train,"muslim community, impact, addressing, rape, scapegoating",5,"children for many years, counteraction, government, muslim immigrants, death cult",5,295399
ENT1ST0019HS0051CN001156P1,The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,"Scapegoating the Muslim community does not help us to prevent rape. If you want to help make an impact, let's start by addressing the problem, not.",valid,"muslim community, impact, addressing, rape, scapegoating",5,"problem of rape, government, Muslims immigrants, Europe, years",5,666491
ENT1ST0019HS0051CN001156P2,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,"Scapegoating the Muslim community does not help us to prevent rape. If you want to help make an impact, let's start by addressing the problem, not.",test,"muslim community, impact, addressing, rape, scapegoating",5,"children for many years, epidemy of rapes, violence, government, Europe",5,360081
ENT1ST0019HS0051CN001157,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,Scapegoating the Muslim community does not help us to prevent rape. It often instead leads to further violent crime committed against those groups who have been demonized.,train,"muslim community, further violent crime, groups, rape, scapegoating",5,"children for many years, counteraction, government, muslim immigrants, death cult",5,288682
ENT1ST0019HS0051CN001157P1,The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,Scapegoating the Muslim community does not help us to prevent rape. It often instead leads to further violent crime committed against those groups who have been demonized.,valid,"muslim community, further violent crime, groups, rape, scapegoating",5,"problem of rape, government, Muslims immigrants, Europe, years",5,664056
ENT1ST0019HS0051CN001157P2,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,Scapegoating the Muslim community does not help us to prevent rape. It often instead leads to further violent crime committed against those groups who have been demonized.,test,"muslim community, further violent crime, groups, rape, scapegoating",5,"children for many years, epidemy of rapes, violence, government, Europe",5,352088
ENT1ST0019HS0051CN001158,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,I think the #CatholicChurch #pope #childabuse might have them beaten hands down this is not restricted to anyone faith or community.,train,"community, anyone faith, hands, #childabuse, restricted",5,"children for many years, counteraction, government, muslim immigrants, death cult",5,370427
ENT1ST0019HS0051CN001158P1,The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,I think the #CatholicChurch #pope #childabuse might have them beaten hands down this is not restricted to anyone faith or community.,valid,"community, anyone faith, hands, #childabuse, restricted",5,"problem of rape, government, Muslims immigrants, Europe, years",5,703140
ENT1ST0019HS0051CN001158P2,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,I think the #CatholicChurch #pope #childabuse might have them beaten hands down this is not restricted to anyone faith or community.,test,"community, anyone faith, hands, #childabuse, restricted",5,"children for many years, epidemy of rapes, violence, government, Europe",5,427060
ENT1ST0019HS0051CN001159,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,This is not true and how can you say this about an entire faith?,train,entire faith,1,"children for many years, counteraction, government, muslim immigrants, death cult",5,225948
ENT1ST0019HS0051CN001159P1,The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,This is not true and how can you say this about an entire faith?,valid,entire faith,1,"problem of rape, government, Muslims immigrants, Europe, years",5,635800
ENT1ST0019HS0051CN001159P2,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,This is not true and how can you say this about an entire faith?,test,entire faith,1,"children for many years, epidemy of rapes, violence, government, Europe",5,300018
ENT1ST0019HS0051CN001160,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,"Haven't movements like #metoo , the Church's child sex scandal, and the number of non-muslim celebrities arrested for sexual assault proven that rape is in no way a Muslim-specific issue?",train,"number of non-muslim celebrities, movements like #metoo, child sex scandal, Church 's child, muslim-specific issue",5,"children for many years, counteraction, government, muslim immigrants, death cult",5,225950
ENT1ST0019HS0051CN001160P1,The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,"Haven't movements like #metoo , the Church's child sex scandal, and the number of non-muslim celebrities arrested for sexual assault proven that rape is in no way a Muslim-specific issue?",valid,"number of non-muslim celebrities, movements like #metoo, child sex scandal, Church 's child, muslim-specific issue",5,"problem of rape, government, Muslims immigrants, Europe, years",5,635796
ENT1ST0019HS0051CN001160P2,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,"Haven't movements like #metoo , the Church's child sex scandal, and the number of non-muslim celebrities arrested for sexual assault proven that rape is in no way a Muslim-specific issue?",test,"number of non-muslim celebrities, movements like #metoo, child sex scandal, Church 's child, muslim-specific issue",5,"children for many years, epidemy of rapes, violence, government, Europe",5,300022
ENT1ST0019HS0051CN001161,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,"The media is selective in the rape stories it shows. Muslim perpetrators are vastly over-represented, and non-muslim offenders are often ignored in the headlines. Https://www.theguardian.com/commentisfree/2018/nov/11/84-per-cent-of-grooming-gangs-are-asians-we-dont-know-if-that-figure-is-right",train,"selective in the rape, muslim perpetrators, non-muslim offenders, rape stories, over-represented",5,"children for many years, counteraction, government, muslim immigrants, death cult",5,226003
ENT1ST0019HS0051CN001161P1,The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,"The media is selective in the rape stories it shows. Muslim perpetrators are vastly over-represented, and non-muslim offenders are often ignored in the headlines. Https://www.theguardian.com/commentisfree/2018/nov/11/84-per-cent-of-grooming-gangs-are-asians-we-dont-know-if-that-figure-is-right",valid,"selective in the rape, muslim perpetrators, non-muslim offenders, rape stories, over-represented",5,"problem of rape, government, Muslims immigrants, Europe, years",5,635823
ENT1ST0019HS0051CN001161P2,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,"The media is selective in the rape stories it shows. Muslim perpetrators are vastly over-represented, and non-muslim offenders are often ignored in the headlines. Https://www.theguardian.com/commentisfree/2018/nov/11/84-per-cent-of-grooming-gangs-are-asians-we-dont-know-if-that-figure-is-right",test,"selective in the rape, muslim perpetrators, non-muslim offenders, rape stories, over-represented",5,"children for many years, epidemy of rapes, violence, government, Europe",5,300059
ENT1ST0019HS0051CN001162,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,"That is very inflammatory. Have you got any reputable news sources to support that? Or is this just Islamophobic fearmongering, spreading false facts to promote intolerance?",train,"reputable news sources, intolerance, false facts, islamophobic fearmongering, inflammatory",5,"children for many years, counteraction, government, muslim immigrants, death cult",5,230172
ENT1ST0019HS0051CN001162P1,The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,"That is very inflammatory. Have you got any reputable news sources to support that? Or is this just Islamophoic fearmongering, spreading false facts to promote intolerance?",valid,"reputable news sources, intolerance, false facts, islamophoic fearmongering, inflammatory",5,"problem of rape, government, Muslims immigrants, Europe, years",5,637946
ENT1ST0019HS0051CN001162P2,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,"That is very inflammatory. Have you got any reputable news sources to support that? Or is this just Islamophobic fearmongering, spreading false facts to promote intolerance?",test,"reputable news sources, intolerance, false facts, islamophobic fearmongering, inflammatory",5,"children for many years, epidemy of rapes, violence, government, Europe",5,303461
ENT1ST0019HS0051CN001163,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,"Asian CSE offenders represent 0.01% of the UK's Asian population' - there are no more Muslim rapists than there are non-Muslim rapists, proportionally. Https://www.theguardian.com/commentisfree/2018/nov/11/84-per-cent-of-grooming-gangs-are-asians-we-dont-know-if-that-figure-is-right",train,"asian population, more muslim rapists, asian cse offenders, non-muslim rapists, Uk",5,"children for many years, counteraction, government, muslim immigrants, death cult",5,247320
ENT1ST0019HS0051CN001163P1,The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,"Asian CSE offenders represent 0.01% of the UK's Asian population' - there are no more Muslim rapists than there are non-Muslim rapists, proportionally. Https://www.theguardian.com/commentisfree/2018/nov/11/84-per-cent-of-grooming-gangs-are-asians-we-dont-know-if-that-figure-is-right",valid,"asian population, more muslim rapists, asian cse offenders, non-muslim rapists, Uk",5,"problem of rape, government, Muslims immigrants, Europe, years",5,645126
ENT1ST0019HS0051CN001163P2,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!,"Asian CSE offenders represent 0.01% of the UK's Asian population' - there are no more Muslim rapists than there are non-Muslim rapists, proportionally. Https://www.theguardian.com/commentisfree/2018/nov/11/84-per-cent-of-grooming-gangs-are-asians-we-dont-know-if-that-figure-is-right",test,"asian population, more muslim rapists, asian cse offenders, non-muslim rapists, Uk",5,"children for many years, epidemy of rapes, violence, government, Europe",5,317033
ENT1ST0019HS0085CN001065,"I am a realist not a racist. Child rapes are perpetrated by male muslims. The non muslims are fooled by the police and local services. Why did this happen? Because everyone is afraid of the word racist! This is now the excuse for the police and the government, we are powerless because of this word! This is not Great Britain, this is the child grooming capital of Europe.",Sources? This is hatred.,train,"sources, hatred",2,"afraid of the word, capital of Europe, government, police, word racist",5,0
ENT1ST0019HS0085CN001065P1,"We are all scared of the racist word and this has become an excuse for all of us. I am a realist, not a racist and I say that the Muslims are those who rape children, it is their fault. We, non-muslims, cannot even trust the government or the police anymore. Britain is becoming the capital of child rapists.",Sources? This is hatred.,valid,"sources, hatred",2,"capital of child rapists, government, rape children, racist word, racist",5,0
ENT1ST0019HS0085CN001065P2,I want to be considered a realist not a racialist. Male Muslims commit child rapes and the non-Muslims are cheated by the police and local services. How could this happen?,Sources? This is hatred.,test,"sources, hatred",2,"local services, Male Muslims, child rapes, realist, racialist",5,0
ENT1ST0019HS0085CN001066,"I am a realist not a racist. Child rapes are perpetrated by male muslims. The non muslims are fooled by the police and local services. Why did this happen? Because everyone is afraid of the word racist! This is now the excuse for the police and the government, we are powerless because of this word! This is not Great Britain, this is the child grooming capital of Europe.","Child rapes are not only convicted by muslims. In fact, around 90% of the sexual abuse are convicted by person known to the child. This is a sad truth. We should help children be free from sexual abuse and rape.",train,"sexual abuse, sad truth, child rapes, child, rape",5,"afraid of the word, capital of Europe, government, police, word racist",5,394231
ENT1ST0019HS0085CN001066P1,"We are all scared of the racist word and this has become an excuse for all of us. I am a realist, not a racist and I say that the Muslims are those who rape children, it is their fault. We, non-muslims, cannot even trust the government or the police anymore. Britain is becoming the capital of child rapists.","Child rapes are not only convicted by muslims. In fact, around 90% of the sexual abuse are convicted by person known to the child. This is a sad truth. We should help children be free from sexual abuse and rape.",valid,"sexual abuse, sad truth, child rapes, child, rape",5,"capital of child rapists, government, rape children, racist word, racist",5,312056
ENT1ST0019HS0085CN001066P2,I want to be considered a realist not a racialist. Male Muslims commit child rapes and the non-Muslims are cheated by the police and local services. How could this happen?,"Child rapes are not only convicted by muslims. In fact, around 90% of the sexual abuse are convicted by person known to the child. This is a sad truth. We should help children be free from sexual abuse and rape.",test,"sexual abuse, sad truth, child rapes, child, rape",5,"local services, Male Muslims, child rapes, realist, racialist",5,98871
ENT1ST0019HS0085CN001067,"I am a realist not a racist. Child rapes are perpetrated by male muslims. The non muslims are fooled by the police and local services. Why did this happen? Because everyone is afraid of the word racist! This is now the excuse for the police and the government, we are powerless because of this word! This is not Great Britain, this is the child grooming capital of Europe.",Criminals are given the punishment if they are guilty. Doesn't matter what their race is. Why are you so sure that the government is trying to cover things up?,train,"sure that the government, punishment, trying, things, criminals",5,"afraid of the word, capital of Europe, government, police, word racist",5,581818
ENT1ST0019HS0085CN001067P1,"We are all scared of the racist word and this has become an excuse for all of us. I am a realist, not a racist and I say that the Muslims are those who rape children, it is their fault. We, non-muslims, cannot even trust the government or the police anymore. Britain is becoming the capital of child rapists.",Criminals are given the punishment if they are guilty. Doesn't matter what their race is. Why are you so sure that the government is trying to cover things up?,valid,"sure that the government, punishment, trying, things, criminals",5,"capital of child rapists, government, rape children, racist word, racist",5,511986
ENT1ST0019HS0085CN001067P2,I want to be considered a realist not a racialist. Male Muslims commit child rapes and the non-Muslims are cheated by the police and local services. How could this happen?,Criminals are given the punishment if they are guilty. Doesn't matter what their race is. Why are you so sure that the government is trying to cover things up?,test,"sure that the government, punishment, trying, things, criminals",5,"local services, Male Muslims, child rapes, realist, racialist",5,362646
ENT1ST0019HS0085CN001068,"I am a realist not a racist. Child rapes are perpetrated by male muslims. The non muslims are fooled by the police and local services. Why did this happen? Because everyone is afraid of the word racist! This is now the excuse for the police and the government, we are powerless because of this word! This is not Great Britain, this is the child grooming capital of Europe.","We have no right to blame other people. Analysis showed that a large majority of people convicted of sexual offences, regardless of the age of the victims, are white.",train,"majority of people, large majority, age, sexual offences, people",5,"afraid of the word, capital of Europe, government, police, word racist",5,730114
ENT1ST0019HS0085CN001068P1,"We are all scared of the racist word and this has become an excuse for all of us. I am a realist, not a racist and I say that the Muslims are those who rape children, it is their fault. We, non-muslims, cannot even trust the government or the police anymore. Britain is becoming the capital of child rapists.","We have no right to blame other people. Analysis showed that a large majority of people convicted of sexual offences, regardless of the age of the victims, are white.",valid,"majority of people, large majority, age, sexual offences, people",5,"capital of child rapists, government, rape children, racist word, racist",5,683617
ENT1ST0019HS0085CN001068P2,I want to be considered a realist not a racialist. Male Muslims commit child rapes and the non-Muslims are cheated by the police and local services. How could this happen?,"We have no right to blame other people. Analysis showed that a large majority of people convicted of sexual offences, regardless of the age of the victims, are white.",test,"majority of people, large majority, age, sexual offences, people",5,"local services, Male Muslims, child rapes, realist, racialist",5,599724
ENT1ST0019HS0085CN001069,"I am a realist not a racist. Child rapes are perpetrated by male muslims. The non muslims are fooled by the police and local services. Why did this happen? Because everyone is afraid of the word racist! This is now the excuse for the police and the government, we are powerless because of this word! This is not Great Britain, this is the child grooming capital of Europe.","According to Crown Prosecution Service's source, at least 80% white people convicted of child abuse offences. What did this happen? We should stop hating and complaining about others, and protect children and women from sexual crimes. If you want to help, please contact National Society for the Prevention of Cruelty to Children, Lucy Faithful Foundation, or Independent Sexual Violence Advocates.",train,"Independent Sexual Violence advocates, Prevention of Cruelty, Lucy Faithful Foundation, Crown Prosecution Service, women from sexual crimes",5,"afraid of the word, capital of Europe, government, police, word racist",5,332726
ENT1ST0019HS0085CN001069P1,"We are all scared of the racist word and this has become an excuse for all of us. I am a realist, not a racist and I say that the Muslims are those who rape children, it is their fault. We, non-muslims, cannot even trust the government or the police anymore. Britain is becoming the capital of child rapists.","According to Crown Prosecution Service's source, at least 80% white people convicted of child abuse offences. What did this happen? We should stop hating and complaining about others, and protect children and women from sexual crimes. If you want to help, please contact National Society for the Prevention of Cruelty to Children, Lucy Faithful Foundation, or Independent Sexual Violence Advocates.",valid,"Independent Sexual Violence advocates, Prevention of Cruelty, Lucy Faithful Foundation, Crown Prosecution Service, women from sexual crimes",5,"capital of child rapists, government, rape children, racist word, racist",5,235387
ENT1ST0019HS0085CN001069P2,I want to be considered a realist not a racialist. Male Muslims commit child rapes and the non-Muslims are cheated by the police and local services. How could this happen?,"According to Crown Prosecution Service's source, at least 80% white people convicted of child abuse offences. What did this happen? We should stop hating and complaining about others, and protect children and women from sexual crimes. If you want to help, please contact National Society for the Prevention of Cruelty to Children, Lucy Faithful Foundation, or Independent Sexual Violence Advocates.",test,"Independent Sexual Violence advocates, Prevention of Cruelty, Lucy Faithful Foundation, Crown Prosecution Service, women from sexual crimes",5,"local services, Male Muslims, child rapes, realist, racialist",5,2107
ENT1ST0019HS0085CN001070,"I am a realist not a racist. Child rapes are perpetrated by male muslims. The non muslims are fooled by the police and local services. Why did this happen? Because everyone is afraid of the word racist! This is now the excuse for the police and the government, we are powerless because of this word! This is not Great Britain, this is the child grooming capital of Europe.","Do you have the statistics for domestic violence in Great Britain? This is even a huger problem in Great Britain! I'd suggest we first should think about our inner problems, and you suggest to just blame the outsiders in everything!",train,"statistics for domestic violence, problem in Great Britain, outsiders in everything, huger problem, inner problems",5,"afraid of the word, capital of Europe, government, police, word racist",5,332500
ENT1ST0019HS0085CN001070P1,"We are all scared of the racist word and this has become an excuse for all of us. I am a realist, not a racist and I say that the Muslims are those who rape children, it is their fault. We, non-muslims, cannot even trust the government or the police anymore. Britain is becoming the capital of child rapists.","Do you have the statistics for domestic violence in Great Britain? This is even a huger problem in Great Britain! I'd suggest we first should think about our inner problems, and you suggest to just blame the outsiders in everything!",valid,"statistics for domestic violence, problem in Great Britain, outsiders in everything, huger problem, inner problems",5,"capital of child rapists, government, rape children, racist word, racist",5,234931
ENT1ST0019HS0085CN001070P2,I want to be considered a realist not a racialist. Male Muslims commit child rapes and the non-Muslims are cheated by the police and local services. How could this happen?,"Do you have the statistics for domestic violence in Great Britain? This is even a huger problem in Great Britain! I'd suggest we first should think about our inner problems, and you suggest to just blame the outsiders in everything!",test,"statistics for domestic violence, problem in Great Britain, outsiders in everything, huger problem, inner problems",5,"local services, Male Muslims, child rapes, realist, racialist",5,1521
ENT1ST0019HS0093CN001055,Somalian immigrants claimed raping to be a part of their culture! We should deport them all!,"These are wicked words. But if one person said that, does it mean that everyone agrees with it?",train,"wicked words, person",2,"somalian immigrants, culture, raping",3,205440
ENT1ST0019HS0093CN001055P1,"Rape for them is natural, a part of their culture. The Somalis admitted it. Absurd! We should not help them!","These are wicked words. But if one person said that, does it mean that everyone agrees with it?",valid,"wicked words, person",2,"culture, natural, absurd, rape, Somalis",5,262701
ENT1ST0019HS0093CN001055P2,Somalian immigrants admitted that committing sexual violence is part of their tradition! We should take them back to their homeland!,"These are wicked words. But if one person said that, does it mean that everyone agrees with it?",test,"wicked words, person",2,"sexual violence, tradition, somalian immigrants, committing, homeland",5,180911
ENT1ST0019HS0095CN001169,"#visitmymosque. But do not ask any questions about Muslim grooming gangs targeting white schoolgirls in Rotherham, Rochdale, Tyneside, Teeside etc.",These actions are not the fault of an entire community?,train,"entire community, actions, fault",3,"questions about muslim grooming, schoolgirls in Rotherham, muslim grooming gangs, white schoolgirls, Teeside etc",5,62549
ENT1ST0019HS0095CN001169P1,"#visitmymosque.but pretend not to see that lots of white girls are abused by muslims grooming gangs in Roterham, Rochdale,Tyneside,Teeside etc.",These actions are not the fault of an entire community?,valid,"entire community, actions, fault",3,"lots of white girls, gangs in Roterham, muslims grooming, Teeside etc, Tyneside",5,62683
